Date,c
2001-01-02,
2001-01-03,
2001-01-04,
2001-01-05,
2001-01-08,
2001-01-09,0.007973945973870883
2001-01-10,-0.021526417290315496
2001-01-11,-0.009758894078199996
2001-01-12,0.02153693939275779
2001-01-16,0.02019779626634904
2001-01-17,0.027418083309303124
2001-01-18,0.019904457068195235
2001-01-19,0.013262833268749514
2001-01-22,0.021778403065430132
2001-01-23,0.023251605708456385
2001-01-24,0.021658733408923266
2001-01-25,0.009232174047418065
2001-01-26,0.013778572184541652
2001-01-29,0.012476693601231771
2001-01-30,0.013377928615435747
2001-01-31,0.0047184004899703215
2001-02-01,0.013861616947395239
2001-02-02,-0.007942669139936376
2001-02-05,-0.005947807858349424
2001-02-06,-0.017643766914023903
2001-02-07,-0.017150848855645186
2001-02-08,-0.035495776157002785
2001-02-09,-0.022203324744851396
2001-02-12,-0.018131942025068258
2001-02-13,-0.02338961101109235
2001-02-14,-0.019719929904176065
2001-02-15,0.0016513777220417455
2001-02-16,-0.010982363988435348
2001-02-20,-0.03790480649868015
2001-02-21,-0.05150887146198169
2001-02-22,-0.04848358271194397
2001-02-23,-0.06490856235670932
2001-02-26,-0.021549712802253613
2001-02-27,-0.015304521748946134
2001-02-28,-0.013382781862480887
2001-03-01,-0.009663788021772262
2001-03-02,-0.010861968317870108
2001-03-05,-0.022825901440296375
2001-03-06,-0.002851247306205025
2001-03-07,0.024151294998016562
2001-03-08,0.02002262800506316
2001-03-09,-0.0020248121996464894
2001-03-12,-0.054868408650641735
2001-03-13,-0.04925823382031638
2001-03-14,-0.07631544403350808
2001-03-15,-0.07716251181146644
2001-03-16,-0.06739873323366163
2001-03-19,-0.003512827704111418
2001-03-20,-0.04701857836230336
2001-03-21,-0.04420748163276239
2001-03-22,-0.05466961183453733
2001-03-23,-0.004618697382205486
2001-03-26,-0.012088291330261059
2001-03-27,0.035357345418444076
2001-03-28,0.024462169171516755
2001-03-29,0.038486782667907116
2001-03-30,0.019120352192369273
2001-04-02,-0.015121623697585946
2001-04-03,-0.06928922552534178
2001-04-04,-0.03710182005619528
2001-04-05,-0.0037306334972913423
2001-04-06,-0.029481350658564116
2001-04-09,0.003148160344141211
2001-04-10,0.05515835156114939
2001-04-11,0.051685463895031106
2001-04-12,0.032495533263396006
2001-04-16,0.037249864282136134
2001-04-17,0.04020685649596348
2001-04-18,0.06110360885877761
2001-04-19,0.07363685874000098
2001-04-20,0.046443799691792666
2001-04-23,0.03869658585740012
2001-04-24,0.019266395810509724
2001-04-25,-0.006715353023725261
2001-04-26,-0.015479388539884092
2001-04-27,0.010228826884648915
2001-04-30,0.035520506652200565
2001-05-01,0.04400839310816106
2001-05-02,0.029202988986078583
2001-05-03,0.011971396746580995
